SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OCCUPATION_TYPE,REGION_RATING_CLIENT,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_YEAR
102887,0,Cash loans,F,N,Y,1,323000.0,1120000.0,71500.0,1095000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16922,-3417,-1199,-2896,Cleaning staff,1,,0.685390400751541,0.6409242332805504,0,0,-245,4
102888,0,Cash loans,F,Y,Y,0,98000.0,365000.0,11200.0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11403,-447,-7954,-1076,Sales staff,2,,0.7174795706921391,0.24741776630105994,0,0,-205,2
102889,0,Revolving loans,M,N,Y,0,184000.0,645000.0,28900.0,665000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-17539,-2091,-3157,-2232,Managers,1,0.3974254783029946,0.25407804301978304,0.8514472939710752,0,0,-177,2
102890,1,Cash loans,M,N,Y,0,94000.0,465000.0,20200.0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17276,-44,-2062,-557,Cleaning staff,1,,0.23268008136895507,0.41332659801327226,0,0,-1060,2
102891,0,Cash loans,F,N,Y,0,65000.0,365000.0,19200.0,340000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20929,-290,-3174,-3007,Laborers,2,,0.41430521838104817,0.3059457571834011,0,0,-2227,2
102892,1,Cash loans,M,Y,Y,1,95000.0,385000.0,12800.0,330000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11616,-266,-9809,-1941,Managers,2,0.5696113167080266,0.24644710930149843,,1,1,-293,2
102893,0,Cash loans,M,N,N,1,50000.0,145000.0,6000.0,140000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14909,365243,-3176,-648,,1,,0.903784033596762,,0,0,-40,2
102894,0,Revolving loans,M,Y,N,0,184000.0,795000.0,29000.0,820000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-21359,-3965,-12288,-4856,,3,0.7696268905443276,0.4957823687574676,0.6301887820026656,0,0,-312,4
102895,0,Cash loans,F,N,Y,1,149000.0,575000.0,28000.0,590000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-11889,365243,-1909,-4587,,1,,0.8209191670552476,0.3772330313459783,0,0,-510,1
102896,0,Cash loans,M,Y,Y,0,29000.0,95000.0,2900.0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20089,-1139,-4121,-4419,Laborers,2,0.6675983250326136,0.7039209029098197,0.8457532264309173,0,0,-269,1
102897,0,Cash loans,F,N,Y,0,206000.0,770000.0,46600.0,690000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20513,365243,-946,-5716,,2,,0.4666130618108383,,0,0,-818,2
102898,1,Cash loans,F,Y,N,1,97000.0,425000.0,16700.0,380000.0,Working,Secondary / secondary special,Widow,House / apartment,-14406,-2078,-1877,-4897,Drivers,2,0.5253583042558138,0.3181397644224643,,2,2,-1067,1
102899,0,Cash loans,F,Y,N,0,294300.0,1450000.0,92500.0,1270000.0,Working,Higher education,Married,House / apartment,-12722,-5844,-4992,-3953,Drivers,2,0.6969901148668429,0.19471608602976695,,1,1,-297,4
102900,0,Cash loans,F,N,Y,0,117450.00000000001,420000.0,21600.0,405000.0,Commercial associate,Higher education,Separated,House / apartment,-14380,-3793,-19361,-1420,Core staff,2,,0.5077101641680608,0.44636586537281264,0,0,-816,2
102901,0,Cash loans,F,Y,Y,0,156000.0,790000.0,21900.0,705000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-17033,-1720,-1467,-559,Core staff,2,,0.4863673121013639,,0,0,-684,0
102902,0,Cash loans,M,N,Y,0,125000.0,500000.0,30000.0,470000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14371,-542,-579,-171,,2,,0.3006147828502835,0.6914303710667318,0,0,-1947,0
102903,0,Cash loans,F,N,Y,0,321300.0,1450000.0,57400.0,1515000.0,Working,Higher education,Married,House / apartment,-17553,-311,-4141,-607,Sales staff,2,0.7484244942228537,0.8221664959654497,0.24144575444272712,0,0,-298,2
102904,0,Cash loans,F,N,Y,0,90000.0,445000.0,15900.0,390000.0,Commercial associate,Incomplete higher,Married,House / apartment,-21691,-2092,-1656,-132,Core staff,3,,0.6701384457940598,0.31972521865869175,0,0,-540,2
102905,0,Cash loans,F,Y,Y,0,105000.0,260000.0,15500.0,240000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19932,-758,-18935,-611,Managers,2,0.6329394760903013,0.4929922135622799,0.4854689431665582,1,0,-15,3
102906,0,Cash loans,F,N,Y,0,148500.0,460000.0,32600.0,460000.0,Working,Higher education,Married,House / apartment,-14592,-1010,-1246,-3461,Laborers,1,0.8574188910434833,0.7921724269941686,0.3664297002884586,0,0,-19,3
102907,0,Cash loans,M,N,Y,0,347000.0,920000.0,44700.0,855000.0,Working,Secondary / secondary special,Married,House / apartment,-19868,-2057,-3120,-485,Managers,3,,0.5457367611973334,,0,0,-1754,1
102908,0,Cash loans,F,N,Y,0,100000.0,355000.0,17600.0,340000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12911,-2970,-802,-2007,Medicine staff,1,,0.2953626685670991,0.25429970397179064,0,0,-559,1
102909,0,Cash loans,F,N,N,0,180000.0,490000.0,32600.0,420000.0,Working,Secondary / secondary special,Married,House / apartment,-19024,-1488,-313,-5306,Drivers,1,,0.41672770706447976,0.17920205078260099,0,0,-1264,3
102910,0,Cash loans,F,Y,Y,1,320000.0,1035000.0,81000.0,900000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15827,-3557,-7046,-5717,Managers,1,,0.6103845404338843,0.2615974092496985,0,0,-407,3
102911,0,Cash loans,F,N,Y,1,68000.0,370000.0,17700.0,355000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-20148,-3372,-1357,-4304,Laborers,2,0.3495810651461248,0.47290815411048953,0.9082379871998146,0,0,-941,0
102912,0,Revolving loans,F,Y,N,0,160000.0,830000.0,59200.0,715000.0,Working,Secondary / secondary special,Married,House / apartment,-16206,-1470,-2602,-4743,,1,,0.6627475587259891,0.2716782332840147,0,0,-1945,1
102913,0,Revolving loans,M,N,Y,1,102600.0,525000.0,13500.0,535000.0,Working,Higher education,Married,With parents,-13318,-158,-212,-3665,Managers,3,,0.595685633972236,,0,0,-716,1
102914,0,Cash loans,M,N,Y,0,167400.0,390000.0,17900.0,395000.0,Pensioner,Higher education,Separated,House / apartment,-19459,365243,-12804,-5621,,3,0.544701108005389,0.6667367067561839,0.7099452461840794,0,0,-1941,0
102915,0,Cash loans,F,N,Y,0,113000.0,550000.0,21100.0,470000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-12564,-2123,-340,-3467,Drivers,2,,0.5560739782962496,0.13223778552107393,0,0,-196,3
102916,1,Cash loans,M,N,Y,0,108000.0,375000.0,21700.0,325000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20346,365243,-3676,-4271,,2,0.4110704846442009,0.3029747474731981,0.3323539640275268,2,2,-2065,0
102917,0,Cash loans,M,N,Y,0,170000.0,380000.0,20700.0,385000.0,Working,Secondary / secondary special,Married,House / apartment,-14754,-865,-7414,-2881,Sales staff,2,,0.3028078323701983,0.6591827662583825,0,0,-913,2
102918,0,Cash loans,M,N,N,0,178000.0,405000.0,24000.0,400000.0,Working,Secondary / secondary special,Married,House / apartment,-12787,-2762,-858,-1314,Laborers,1,,0.5367342282671085,0.5031840003187934,0,0,-1368,2
102919,0,Cash loans,F,N,Y,0,166050.0,350000.0,21000.0,305000.0,Working,Higher education,Married,House / apartment,-14335,-140,-9990,-4316,Core staff,2,,0.6010942954751407,0.4673336900747917,0,0,-664,0
102920,0,Cash loans,F,N,Y,0,197000.0,870000.0,51800.0,775000.0,Working,Secondary / secondary special,Married,House / apartment,-14071,-1110,-1107,-1493,Laborers,2,0.6180758896217143,0.5391387456679456,0.5979841006511657,0,0,-1858,3
102921,0,Cash loans,F,N,N,0,310000.0,1400000.0,94500.0,1265000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12591,-985,-4266,-811,,1,,0.6370840204962295,0.8946043591980258,0,0,-1102,0
102922,0,Cash loans,M,N,Y,0,421200.0,1150000.0,45600.0,1110000.0,Working,Higher education,Civil marriage,House / apartment,-14241,-379,-6167,-5116,Laborers,2,,0.6717596928560712,0.27585719975567924,0,0,-240,4
102923,0,Cash loans,M,Y,Y,0,78300.0,375000.0,17400.0,340000.0,Pensioner,Higher education,Married,House / apartment,-20861,365243,-335,-2861,,2,,0.45142882872565765,0.5134551524762978,0,0,-101,3
102924,0,Revolving loans,F,Y,Y,0,180000.0,945000.0,25200.0,845000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-17684,365243,-476,-1608,,2,0.8063691780065275,0.19712740801775036,0.6527906486858767,0,0,-552,3
102925,0,Cash loans,F,Y,Y,0,89100.0,340000.0,17200.0,310000.0,Working,Higher education,Widow,House / apartment,-16349,-1467,-1280,-3709,Core staff,2,,0.43905098721070884,,0,0,-694,1
102926,0,Cash loans,M,N,Y,0,143100.0,795000.0,38400.0,830000.0,Commercial associate,Higher education,Single / not married,Rented apartment,-10608,-1376,-238,-5467,Managers,2,,0.6846323289535565,0.7214187279438882,0,0,-142,3
102927,0,Cash loans,M,Y,N,1,101000.0,400000.0,26600.0,370000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15333,-1188,-1441,-1683,,2,0.2777298503168484,0.30737057348715724,0.5032501338492362,0,0,-584,1
102928,0,Cash loans,M,N,Y,0,116000.0,665000.0,46400.0,660000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19425,-732,-4213,-5423,Managers,3,,0.19599097406444888,,0,0,-1234,3
102929,0,Cash loans,M,N,Y,0,281000.0,545000.0,34200.0,510000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-12620,365243,-14324,-2116,,2,0.8147142736350645,0.8708947587728469,0.7177708548044849,0,0,-1358,1
102930,0,Cash loans,F,N,N,0,282150.0,830000.0,45900.0,720000.0,Working,Higher education,Single / not married,House / apartment,-15675,-4561,-14002,-1634,,2,0.5043254565662353,0.09627503290146595,0.6418454697738045,1,1,-590,3
102931,0,Cash loans,F,N,Y,1,119000.0,360000.0,14800.0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18791,-2820,-2020,-514,Security staff,2,,0.5657938022971686,0.45419220169043034,0,0,-25,3
102932,0,Cash loans,M,Y,Y,0,120000.0,380000.0,12700.0,355000.0,Working,Secondary / secondary special,Married,House / apartment,-19901,-3403,-1961,-5127,Managers,2,,0.4404952506648018,0.5241479789302105,1,1,-1222,3
102933,0,Cash loans,F,N,N,0,212000.0,740000.0,45800.0,750000.0,Working,Secondary / secondary special,Married,House / apartment,-12771,-606,-4931,-1405,Drivers,2,0.39059097449931063,0.48028889372679956,0.4362575746187209,0,0,-740,2
102934,0,Cash loans,F,N,N,0,143000.0,525000.0,31600.0,475000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10232,-3652,-353,-1637,Laborers,2,0.6382715701138877,0.6423959289126818,0.4290305044441573,0,0,-1172,1
102935,0,Cash loans,M,N,Y,0,85050.0,185000.0,12000.0,175000.0,Working,Higher education,Married,House / apartment,-16606,-720,-2781,-4715,,2,,0.708566630188178,,0,0,-2998,0
102936,0,Cash loans,F,N,N,0,34000.0,70000.0,3700.0,70000.0,Working,Secondary / secondary special,Separated,Rented apartment,-21163,-198,-2696,-5303,Sales staff,3,,0.746070664421036,0.4078921863282134,0,0,-1587,0
102937,0,Cash loans,M,Y,Y,0,117450.00000000001,455000.0,18500.0,470000.0,Working,Higher education,Civil marriage,House / apartment,-17028,-3128,-3087,-5611,Sales staff,2,0.44107832500561833,0.7115556977522917,,0,0,-9,3
102938,0,Cash loans,F,N,N,0,165000.0,480000.0,35400.0,455000.0,Working,Secondary / secondary special,Married,House / apartment,-16986,-69,-1619,-3956,,2,0.44459525828490803,0.63148829107508,0.8373534956206058,0,0,-988,1
102939,0,Cash loans,M,Y,N,0,94350.0,345000.0,15200.0,315000.0,Commercial associate,Lower secondary,Married,House / apartment,-12539,-5844,-1590,-5354,Core staff,2,,0.3877469629238921,,0,0,-5860,0
102940,0,Cash loans,F,N,Y,0,181000.0,620000.0,19700.0,600000.0,State servant,Secondary / secondary special,Widow,House / apartment,-13408,-222,-376,-2548,,2,,0.3279876638512795,0.5385114706634015,0,0,-1592,1
102941,0,Cash loans,F,Y,Y,1,109000.0,585000.0,34400.0,530000.0,Working,Secondary / secondary special,Married,House / apartment,-18315,-274,-608,-5194,Drivers,1,0.2975205572609482,0.489456149334798,0.30416113815059825,0,0,-2507,1
102942,0,Cash loans,F,N,Y,0,234900.00000000003,685000.0,33300.0,635000.0,Working,Higher education,Civil marriage,House / apartment,-19533,-47,-4503,-5351,Managers,2,,0.5727778011865415,0.43262360209663575,2,2,-330,2
102943,1,Cash loans,F,Y,N,2,77000.0,295000.0,9500.0,275000.0,Working,Secondary / secondary special,Married,House / apartment,-14589,-214,-3781,-3666,High skill tech staff,2,0.790259425793577,0.6094625562552394,0.15446870692153827,0,0,-312,0
102944,0,Cash loans,M,N,N,2,118000.0,530000.0,23400.0,495000.0,Working,Secondary / secondary special,Married,House / apartment,-13420,-482,-5265,-2592,Managers,2,,0.9000716602152998,0.5415221998695269,0,0,-2038,1
102945,0,Cash loans,M,N,Y,1,190000.0,1065000.0,71900.0,935000.0,Working,Incomplete higher,Married,House / apartment,-12167,-2889,-10389,-570,Sales staff,3,,0.4657283572449661,0.47271307242259347,0,0,-1050,1
102946,0,Cash loans,F,N,N,2,94000.0,210000.0,5400.0,185000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11999,-20,-326,-5401,Managers,2,,0.703399299907351,,0,0,-1052,5
102947,0,Cash loans,F,N,N,0,315900.0,1070000.0,66900.0,1000000.0,Pensioner,Higher education,Separated,House / apartment,-16665,365243,-1378,-5136,,2,0.29196421896589053,0.725175761831759,0.44548821468205596,0,0,-1829,5
102948,0,Cash loans,F,Y,N,1,196000.0,485000.0,24900.0,420000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17073,365243,-6788,-2484,,2,0.6834552240823691,0.9274339086468932,0.5965632252156784,0,0,-258,3
102949,0,Cash loans,F,Y,N,0,221400.00000000003,1000000.0,52500.0,940000.0,Working,Higher education,Married,Municipal apartment,-17923,-3518,-9831,-2379,High skill tech staff,2,0.45949370862624356,0.5151930248271364,0.45388286389626376,0,0,-1017,2
102950,1,Cash loans,M,N,Y,1,244000.0,1130000.0,71700.0,1175000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14843,-658,-1624,-2214,Accountants,2,0.700509712106983,0.5910484569948583,0.5038961348303662,3,3,-691,2
102951,0,Cash loans,M,N,Y,0,147150.0,660000.0,38900.0,640000.0,Working,Higher education,Married,House / apartment,-10638,-4017,-5121,-939,Sales staff,2,,0.811599429728676,0.2933406143167817,0,0,-1657,5
102952,0,Cash loans,M,N,N,0,183000.0,825000.0,36700.0,705000.0,Working,Secondary / secondary special,Married,Office apartment,-19418,-986,-1632,-4864,Laborers,2,0.37205370767247997,0.2592486784600248,0.5386739610805716,0,0,-2413,1
102953,0,Cash loans,M,N,N,2,98000.0,240000.0,12000.0,230000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-21609,-2234,-3523,-2508,Managers,2,0.48404988590604947,0.2318094949234144,,0,0,-826,6
102954,0,Cash loans,F,N,Y,0,97000.0,185000.0,4900.0,160000.0,Working,Incomplete higher,Civil marriage,House / apartment,-19388,-288,-1398,-2127,Laborers,2,,0.4499788786191116,0.25990887573152344,0,0,-787,3
102955,0,Cash loans,M,Y,Y,1,83000.0,255000.0,10900.0,240000.0,Working,Secondary / secondary special,Widow,House / apartment,-13170,-1431,-5052,-4532,High skill tech staff,1,,0.5435976446144721,0.6413443381231325,0,0,-4145,0
102956,0,Cash loans,M,N,N,0,275000.0,885000.0,40800.0,925000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19325,-727,-5161,-5648,Drivers,1,,0.35493600084917437,0.3374342215415569,0,0,-218,1
102957,0,Revolving loans,M,Y,N,0,86000.0,305000.0,18300.0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18672,365243,-1980,-2508,,2,,0.31736484606433807,0.45952130554025356,0,0,-749,3
102958,0,Cash loans,M,Y,Y,0,86000.0,245000.0,11900.0,230000.0,Working,Incomplete higher,Married,House / apartment,-15915,-553,-3781,-4123,Accountants,3,,0.6106128645110561,0.5737737951073267,0,0,-530,3
102959,0,Cash loans,F,Y,Y,0,191000.0,1135000.0,78900.0,1175000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18711,365243,-1709,-643,,2,,0.5048011345647868,0.6765476660460885,2,2,-120,3
102960,0,Revolving loans,M,Y,N,2,113000.0,235000.0,10300.0,205000.0,Working,Secondary / secondary special,Married,House / apartment,-21377,-2068,-1285,-5310,Accountants,2,,0.6630761749462004,0.6714003858062135,0,0,-196,2
102961,0,Cash loans,F,Y,N,2,318600.0,1770000.0,62400.0,1560000.0,Commercial associate,Higher education,Single / not married,House / apartment,-19999,-4291,-15841,-5661,Managers,2,,0.461498935800259,0.4900844594692124,0,0,-73,1
102962,0,Cash loans,F,N,N,1,90000.0,280000.0,15600.0,250000.0,Working,Secondary / secondary special,Married,House / apartment,-14136,-1837,-8254,-863,,2,0.6779205913636712,0.585066986305312,0.5104232904091095,1,1,-1810,2
102963,0,Cash loans,F,N,N,1,92650.0,205000.0,9900.0,175000.0,Commercial associate,Lower secondary,Separated,House / apartment,-12716,-3933,-2163,-3687,Laborers,2,0.6628147528581881,0.40258688314676555,0.36728435017090205,0,0,-247,1
102964,0,Cash loans,M,N,Y,0,154000.0,650000.0,35300.0,630000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-10550,365243,-646,-2923,,3,0.7868346108678287,0.7918031248911264,0.3522806270006158,0,0,-3123,3
102965,0,Cash loans,M,Y,N,0,71000.0,175000.0,11400.0,170000.0,Working,Secondary / secondary special,Married,House / apartment,-15975,-859,-6289,-3923,Drivers,3,0.8062128683466587,0.5475261620079508,0.8352980613793421,0,0,-274,1
102966,0,Cash loans,M,Y,N,0,75000.0,375000.0,19600.0,360000.0,Working,Secondary / secondary special,Married,House / apartment,-18341,-1995,-346,-979,Laborers,2,,0.7610634623058137,0.33883408251974084,0,0,-72,0
102967,0,Cash loans,M,N,Y,0,55000.0,225000.0,11300.0,205000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-11713,-190,-7690,-4373,Sales staff,2,0.5533389982842024,0.45096584414807944,0.9114030928632809,0,0,-847,2
102968,0,Cash loans,F,N,N,0,473850.00000000006,2405000.0,177300.0,2360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-16187,-5500,-1601,-2186,Core staff,3,,0.7156909163534038,0.6603050946032601,0,0,-790,1
102969,0,Cash loans,M,Y,N,0,88000.0,395000.0,13400.0,340000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13638,-2262,-2158,-3759,Laborers,1,,0.3793994117399172,0.4722343424742468,0,0,-816,1
102970,1,Cash loans,F,N,N,0,129000.0,730000.0,46100.0,655000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13253,-1383,-1502,-3417,Cooking staff,2,,0.12934151701842342,0.32926235906022583,1,0,-916,0
102971,0,Cash loans,F,N,Y,0,110000.0,340000.0,23300.0,355000.0,Commercial associate,Secondary / secondary special,Married,With parents,-16280,-3683,-1279,-5343,Drivers,2,,0.20798887944816383,0.5499431220115911,0,0,-374,2
102972,0,Revolving loans,F,N,Y,0,145000.0,345000.0,18300.0,295000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14935,-2277,-4666,-2907,Core staff,2,,0.6271964053888412,,0,0,-1704,4
102973,0,Cash loans,M,Y,Y,0,203000.0,935000.0,55500.0,820000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16339,-1076,-1153,-5714,Accountants,3,,0.4696190753399154,0.6990673956291612,1,1,-736,1
102974,0,Cash loans,M,N,Y,1,148000.0,845000.0,24200.0,880000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16821,-1537,-3660,-262,Core staff,2,,0.31776084937392196,0.40170782964195484,0,0,-1362,4
102975,0,Revolving loans,F,N,Y,0,108000.0,475000.0,21300.0,480000.0,Working,Higher education,Married,House / apartment,-16605,-1497,-8240,-2197,,2,,0.5192999257339156,,1,1,-199,0
102976,0,Cash loans,F,N,Y,0,116000.0,640000.0,37200.0,635000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17354,-1979,-5288,-3112,Drivers,2,,0.4346588897841974,0.4383628000786791,0,0,-2049,2
102977,0,Cash loans,M,N,Y,1,351000.0,705000.0,27400.0,735000.0,Commercial associate,Higher education,Widow,House / apartment,-13333,-2627,-9688,-307,,3,,0.6366399038076105,0.2958858008081452,0,0,-262,0
102978,0,Cash loans,F,Y,N,0,317250.0,1670000.0,130300.0,1480000.0,Pensioner,Higher education,Married,House / apartment,-17769,365243,-9634,-4158,,2,,0.4647592923634177,0.10737278604958857,0,0,-30,1
102979,0,Cash loans,M,N,Y,0,154000.0,845000.0,54600.0,795000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-20625,-886,-401,-1525,,2,,0.21720936025786067,0.473082617646966,0,0,-861,3
102980,0,Cash loans,M,N,Y,1,436000.0,1965000.0,84900.0,1740000.0,Working,Secondary / secondary special,Married,House / apartment,-21225,-2654,-2235,-157,Sales staff,2,0.7187241435600655,0.8580232743207085,,0,0,-2400,4
102981,1,Cash loans,F,N,Y,0,216000.0,785000.0,37900.0,785000.0,Working,Secondary / secondary special,Married,House / apartment,-13878,-600,-10280,-2330,Core staff,2,0.5473645152701965,0.40281071898460463,0.2948179409553829,0,0,-1704,0
102982,0,Cash loans,F,N,Y,0,178000.0,540000.0,37000.0,550000.0,Working,Incomplete higher,Married,With parents,-10583,-871,-4798,-2718,Laborers,2,0.3090060675260233,0.41672544483675455,0.36256240703850484,0,0,-2711,2
102983,0,Cash loans,M,N,N,0,379350.0,875000.0,26900.0,895000.0,Working,Higher education,Separated,House / apartment,-15020,-852,-8663,-5813,Managers,2,0.15081925751921083,0.2676300980452079,0.6372078059187063,0,0,-835,3
102984,0,Revolving loans,M,Y,Y,0,108000.0,630000.0,25600.0,590000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15683,-154,-6550,-880,Managers,3,,0.4295004504142691,0.33960461513701873,0,0,-63,2
102985,0,Cash loans,F,Y,Y,0,349350.0,915000.0,35900.0,920000.0,Working,Lower secondary,Widow,House / apartment,-16482,-392,-7911,-1662,Cooking staff,3,0.4597088084607814,0.7415554244499892,0.6028770516836462,0,0,-194,1
102986,0,Revolving loans,M,N,Y,0,129000.0,595000.0,35800.0,620000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20514,-7332,-397,-5812,Managers,2,0.3158034959260265,0.43912140139783334,0.666279701523245,0,0,-7,1
102987,0,Revolving loans,F,Y,Y,1,253000.0,480000.0,29800.0,465000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14606,-1283,-3574,-4581,Sales staff,2,0.5609273331014303,0.6110585954974962,0.4626511599520957,0,0,-219,4
102988,0,Cash loans,F,Y,Y,0,101250.0,280000.0,13200.0,285000.0,Working,Higher education,Married,House / apartment,-13247,-455,-13111,-2061,,2,,0.5357878765122315,0.1989578114022804,0,0,-631,3
102989,0,Cash loans,M,N,Y,0,208000.0,1225000.0,91200.0,1230000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15039,-883,-1996,-2995,Drivers,3,0.4477698652693499,0.3337656470180992,0.7675500064099724,0,0,-1459,1
102990,0,Cash loans,M,N,Y,0,153000.0,680000.0,33000.0,620000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-15987,-1079,-3073,-5318,Sales staff,2,,0.5488985611127838,0.28239052409543575,0,0,-67,2
102991,0,Revolving loans,F,Y,Y,1,252000.0,1110000.0,57300.0,1145000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10559,365243,-363,-4858,,2,0.502987799756472,0.5236281033938897,,0,0,-140,2
102992,0,Cash loans,M,N,N,0,130000.0,435000.0,20400.0,445000.0,Working,Secondary / secondary special,Married,House / apartment,-20039,-1163,-7754,-2409,Laborers,1,0.6790471107499773,0.4019596610973515,,1,0,-435,0
102993,0,Cash loans,F,Y,Y,0,136000.0,260000.0,13500.0,235000.0,Working,Secondary / secondary special,Married,Rented apartment,-16717,-1052,-2266,-592,Laborers,2,,0.834425179013474,0.5494800148027438,0,0,-332,1
102994,0,Cash loans,F,Y,Y,0,408000.0,1940000.0,95500.0,1680000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14168,365243,-1078,-959,,2,,0.8416729789783471,,0,0,-126,1
102995,0,Cash loans,F,N,Y,0,39000.0,185000.0,9700.0,175000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17892,-2837,-836,-3127,,3,0.47805026255544375,0.699446185491271,,0,0,-1885,3
102996,0,Revolving loans,M,Y,Y,0,373000.0,2050000.0,73300.0,1825000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14869,365243,-16461,-4461,,2,,0.2591888621030029,0.5354816039071701,0,0,-2384,1
102997,0,Cash loans,F,N,Y,0,405000.0,1935000.0,108200.0,1835000.0,Working,Secondary / secondary special,Married,Municipal apartment,-20576,-811,-1541,-2713,Laborers,3,,0.5190173270138332,,1,1,-682,1
102998,0,Cash loans,F,N,Y,0,224100.00000000003,750000.0,41800.0,770000.0,Commercial associate,Higher education,Married,House / apartment,-15111,-1639,-4605,-3915,Security staff,2,0.7872885246451267,0.5418174235488978,,0,0,-361,0
102999,0,Cash loans,F,N,Y,0,346950.0,1375000.0,81700.0,1190000.0,Working,Higher education,Married,House / apartment,-12595,-1103,-5375,-4001,Laborers,2,0.7837247795494635,0.6036634340565095,0.9105938884440632,0,0,-465,2
103000,0,Cash loans,M,Y,Y,0,40000.0,120000.0,9900.0,105000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15980,-1137,-1506,-3497,,2,,0.18067451370083615,,0,0,-1039,2
103001,0,Revolving loans,M,N,Y,0,42000.0,190000.0,7400.0,170000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18796,365243,-687,-3139,,2,,0.6472239865623448,0.3069067476304172,0,0,-425,1
103002,0,Cash loans,M,Y,Y,0,89000.0,315000.0,8700.0,320000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18694,-5196,-9304,-1483,Laborers,2,0.25400733962074823,0.40576034462366734,,0,0,-444,5
103003,0,Revolving loans,F,Y,N,0,409050.0,970000.0,44100.0,840000.0,Commercial associate,Higher education,Married,House / apartment,-16173,-720,-4731,-965,Laborers,2,0.30483236506730915,0.359945832837883,0.48346194413093746,0,0,-272,0
103004,1,Cash loans,F,N,Y,1,48000.0,275000.0,15500.0,250000.0,Working,Secondary / secondary special,Married,Rented apartment,-14759,-257,-239,-5444,Managers,2,,0.5856993655568443,0.1550476168447596,0,0,-1454,0
